Date,cum_power
6/11/18,25884
6/12/18,25903
6/13/18,25916
6/14/18,25932
6/15/18,25942
6/16/18,25963
6/17/18,25984
6/18/18,25993
6/19/18,26006
6/20/18,26013
6/21/18,26044
6/22/18,26062
6/23/18,26072
6/24/18,26096
6/25/18,26120
6/26/18,26147
6/27/18,26177
6/28/18,26203
6/29/18,26229
6/30/18,26258
7/1/18,26285
7/2/18,26315
7/3/18,26345
7/4/18,26365
7/5/18,26391
7/6/18,26422
7/7/18,26442
7/8/18,26464
7/9/18,26492
7/10/18,26506
7/11/18,26511
7/12/18,26525
7/13/18,26555
7/14/18,26580
7/15/18,26608
7/16/18,26634
7/17/18,26651
7/18/18,26675
7/19/18,26695
7/20/18,26715
7/21/18,26727
7/22/18,26753
7/23/18,26775
7/24/18,26796
7/25/18,26816
7/26/18,26841
7/27/18,26861
7/28/18,26879
7/29/18,26906
7/30/18,26920
7/31/18,26940
8/1/18,26963
8/2/18,26988
8/3/18,27014
8/4/18,27038
8/5/18,27060
8/6/18,27087
8/7/18,27112
8/8/18,27130
8/9/18,27148
8/10/18,27155
8/11/18,27172
8/12/18,27194
8/13/18,27212
8/14/18,27226
8/15/18,27236
8/16/18,27246
8/17/18,27269
8/18/18,27292
8/19/18,27301
8/20/18,27322
8/21/18,27329
8/22/18,27345
8/23/18,27368
8/24/18,27379
8/25/18,27393
8/26/18,27412
8/27/18,27420
8/28/18,27429
8/29/18,27445
8/30/18,27450
8/31/18,27470
9/1/18,27488
9/2/18,27505
9/3/18,27526
9/4/18,27531
9/5/18,27543
9/6/18,27556
9/7/18,27570
9/8/18,27591
9/9/18,27601
9/10/18,27621
9/11/18,27632
9/12/18,27653
9/13/18,27663
9/14/18,27672
9/15/18,27681
9/16/18,27691
9/17/18,27705
9/18/18,27723
9/19/18,27741
9/20/18,27762
9/21/18,27788
9/22/18,27793
9/23/18,27797
9/24/18,27811
9/25/18,27826
9/26/18,27834
9/27/18,27843
9/28/18,27859
9/29/18,27871
9/30/18,27886
10/1/18,27895
10/2/18,27905
10/3/18,27911
10/4/18,27926
10/5/18,27938
10/6/18,27951
10/7/18,27963
10/8/18,27975
10/9/18,27986
10/10/18,27998
10/11/18,28010
10/12/18,28021
10/13/18,28030
10/14/18,28040
10/15/18,28049
10/16/18,28060
10/17/18,28071
10/18/18,28077
10/19/18,28081
10/20/18,28086
10/21/18,28095
10/22/18,28101
10/23/18,28109
10/24/18,28115
10/25/18,28117
10/26/18,28120
