date,adjClose,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2019-08-09,54.48,-0.12,-0.0020900000000000003,-0.209,57.3,57.72,"August 09, 19",57.13,57.42,3782200.0,3782200.0,57.38333
2019-08-08,55.16,0.59,0.010270000000000001,1.027,58.02,58.05,"August 08, 19",57.12,57.43,3171900.0,3171900.0,57.73
2019-08-07,54.26,0.27,0.004750000000000001,0.47500000000000003,57.07,57.28,"August 07, 19",56.52,56.8,4529800.0,4529800.0,56.95667
2019-08-06,54.48,0.02,0.00035,0.035,57.3,57.44,"August 06, 19",56.69,57.28,5442500.0,5442500.0,57.14333
2019-08-05,54.26,-0.51,-0.008860000000000002,-0.886,57.07,57.71,"August 05, 19",56.86,57.58,4738100.0,4738100.0,57.21333
2019-08-02,55.53,-0.37,-0.0062900000000000005,-0.629,58.41,58.91,"August 02, 19",58.02,58.78,4766400.0,4766400.0,58.44667
2019-08-01,55.88,-0.78,-0.0131,-1.31,58.78,60.0,"August 01, 19",58.71,59.56,6372800.0,6372800.0,59.16333
2019-07-31,59.79,-0.37,-0.00585,-0.585,62.89,63.59,"July 31, 19",62.44,63.26,2970400.0,2970400.0,62.97333
2019-07-30,60.66,0.22,0.0034600000000000004,0.34600000000000003,63.8,63.81,"July 30, 19",63.23,63.58,2549800.0,2549800.0,63.61333
2019-07-29,60.33,-0.43,-0.006730000000000001,-0.673,63.46,63.89,"July 29, 19",63.32,63.89,2139100.0,2139100.0,63.55667
2019-07-26,59.91,-0.36,-0.00568,-0.5680000000000001,63.02,63.38,"July 26, 19",62.95,63.38,2242100.0,2242100.0,63.11667
2019-07-25,59.77,-0.78,-0.01225,-1.225,62.87,63.66,"July 25, 19",62.82,63.65,1995900.0,1995900.0,63.11667
2019-07-24,60.06,-0.26,-0.0041,-0.41000000000000003,63.17,63.81,"July 24, 19",63.16,63.43,1824200.0,1824200.0,63.38
2019-07-23,60.65,-0.52,-0.00809,-0.809,63.79,64.33,"July 23, 19",63.76,64.31,1911200.0,1911200.0,63.96
2019-07-22,60.75,0.22,0.0034500000000000004,0.34500000000000003,63.9,63.95,"July 22, 19",63.63,63.68,1343400.0,1343400.0,63.82667
2019-07-19,60.51,0.4,0.00632,0.632,63.65,63.67,"July 19, 19",63.19,63.25,2346500.0,2346500.0,63.50333
2019-07-18,60.02,-0.04,-0.00063,-0.063,63.13,63.29,"July 18, 19",62.77,63.17,1874000.0,1874000.0,63.06333
2019-07-17,60.21,-0.43,-0.00674,-0.674,63.33,63.77,"July 17, 19",63.26,63.76,1833800.0,1833800.0,63.45333
2019-07-16,60.67,-0.28,-0.004370000000000001,-0.437,63.82,64.34,"July 16, 19",63.65,64.1,2097600.0,2097600.0,63.93667
2019-07-15,61.32,-0.54,-0.0083,-0.8300000000000001,64.5,65.06,"July 15, 19",64.45,65.04,1626800.0,1626800.0,64.67
2019-07-12,61.85,-0.05,-0.0007700000000000001,-0.077,65.06,65.23,"July 12, 19",64.92,65.11,1032500.0,1032500.0,65.07
2019-07-11,62.16,-0.19,-0.0029000000000000002,-0.29,65.38,65.62,"July 11, 19",65.07,65.57,1691200.0,1691200.0,65.35667
2019-07-10,62.02,0.2,0.0030800000000000003,0.308,65.24,65.32,"July 10, 19",64.92,65.04,1713000.0,1713000.0,65.16
2019-07-09,61.26,0.04,0.00062,0.062,64.44,64.58,"July 09, 19",64.19,64.4,1351000.0,1351000.0,64.40333
2019-07-08,61.24,-0.03,-0.00047000000000000004,-0.047,64.42,64.72,"July 08, 19",64.34,64.45,2568100.0,2568100.0,64.49333
2019-07-05,61.41,0.0,0.0,0.0,64.59,64.68,"July 05, 19",64.32,64.59,1721200.0,1721200.0,64.53
2019-07-03,61.49,-0.19,-0.0029300000000000003,-0.293,64.68,64.93,"July 03, 19",64.6,64.87,1443500.0,1443500.0,64.73667
2019-07-02,61.9,-0.9,-0.013630000000000001,-1.363,65.11,66.01,"July 02, 19",65.05,66.01,2389200.0,2389200.0,65.39
2019-07-01,61.99,-1.16,-0.017480000000000002,-1.748,65.2,66.36,"July 01, 19",65.19,66.36,2452100.0,2452100.0,65.58333
2019-06-28,61.86,-0.24,-0.00367,-0.367,65.07,65.45,"June 28, 19",64.94,65.31,2172500.0,2172500.0,65.15333
2019-06-27,61.88,-0.63,-0.009590000000000001,-0.9590000000000001,65.09,65.75,"June 27, 19",65.07,65.72,3421800.0,3421800.0,65.30333
2019-06-26,62.76,-0.27,-0.004070000000000001,-0.40700000000000003,66.01,66.48,"June 26, 19",66.01,66.28,1986800.0,1986800.0,66.16667
2019-06-25,62.52,-0.24,-0.0036400000000000004,-0.364,65.76,66.11,"June 25, 19",65.72,66.0,1771300.0,1771300.0,65.86333
2019-06-24,62.61,-0.03,-0.00045999999999999996,-0.046,65.86,65.99,"June 24, 19",65.69,65.89,1687800.0,1687800.0,65.84667
2019-06-21,62.46,-0.14,-0.0021300000000000004,-0.213,65.7,66.03,"June 21, 19",65.39,65.84,2329300.0,2329300.0,65.70667
2019-06-20,62.29,0.02,0.00031,0.031,65.52,65.76,"June 20, 19",65.16,65.5,2520100.0,2520100.0,65.48
2019-06-19,61.21,0.18,0.0028,0.28,64.38,64.52,"June 19, 19",64.07,64.2,1663800.0,1663800.0,64.32333
2019-06-18,60.77,0.22,0.0034500000000000004,0.34500000000000003,63.92,64.04,"June 18, 19",63.6,63.7,1872800.0,1872800.0,63.85333
2019-06-17,59.82,0.03,0.00048,0.048,62.92,63.41,"June 17, 19",62.79,62.89,1929800.0,1929800.0,63.04
2019-06-14,60.3,-0.03,-0.00047000000000000004,-0.047,63.43,63.6,"June 14, 19",63.31,63.46,1315100.0,1315100.0,63.44667
2019-06-13,60.61,-0.18,-0.00282,-0.28200000000000003,63.75,63.97,"June 13, 19",63.5,63.93,1678000.0,1678000.0,63.74
2019-06-12,60.36,-0.61,-0.00952,-0.9520000000000001,63.49,64.2,"June 12, 19",63.38,64.1,1995900.0,1995900.0,63.69
2019-06-11,61.33,-0.5,-0.007690000000000001,-0.769,64.51,65.04,"June 11, 19",64.49,65.01,2348000.0,2348000.0,64.68
2019-06-10,61.11,-0.2,-0.0031000000000000003,-0.31,64.28,64.64,"June 10, 19",64.22,64.48,1681500.0,1681500.0,64.38
2019-06-07,61.3,0.46,0.00719,0.719,64.48,64.65,"June 07, 19",63.93,64.02,2327300.0,2327300.0,64.35333
2019-06-06,60.48,0.49,0.00776,0.776,63.62,63.74,"June 06, 19",63.13,63.13,2607800.0,2607800.0,63.49667
2019-06-05,59.67,-0.41000000000000003,-0.00649,-0.649,62.76,63.18,"June 05, 19",62.25,63.17,3493000.0,3493000.0,62.73
2019-06-04,59.4,0.39,0.006280000000000001,0.628,62.48,62.49,"June 04, 19",61.81,62.09,3404400.0,3404400.0,62.26
2019-06-03,59.31,0.01,0.00016,0.016,62.38,62.65,"June 03, 19",62.05,62.37,2311100.0,2311100.0,62.36
2019-05-31,58.76,0.06,0.0009699999999999999,0.097,61.81,62.32,"May 31, 19",61.67,61.75,2556000.0,2556000.0,61.93333
2019-05-30,59.21,-0.15,-0.0024000000000000002,-0.24,62.28,62.52,"May 30, 19",62.04,62.43,2633000.0,2633000.0,62.28
2019-05-29,59.29,0.52,0.00841,0.841,62.36,62.39,"May 29, 19",61.78,61.84,2376800.0,2376800.0,62.17667
2019-05-28,59.48,-0.77,-0.01216,-1.216,62.56,63.49,"May 28, 19",62.54,63.33,1832400.0,1832400.0,62.86333
2019-05-24,60.18,0.17,0.00269,0.269,63.3,63.35,"May 24, 19",62.79,63.13,1894400.0,1894400.0,63.14667
2019-05-23,59.38,-0.34,-0.005410000000000001,-0.541,62.46,62.8,"May 23, 19",62.17,62.8,3338200.0,3338200.0,62.47667
2019-05-22,60.58,-0.73,-0.011330000000000002,-1.133,63.72,64.6,"May 22, 19",63.71,64.45,2848300.0,2848300.0,64.01
2019-05-21,61.29,-0.28,-0.00432,-0.432,64.47,64.92,"May 21, 19",64.43,64.75,2916900.0,2916900.0,64.60667
2019-05-20,61.25,-0.02,-0.00031,-0.031,64.43,64.7,"May 20, 19",64.15,64.45,1867400.0,1867400.0,64.42667
2019-05-17,61.1,-0.14,-0.00217,-0.217,64.27,64.65,"May 17, 19",64.16,64.41,2278200.0,2278200.0,64.36
2019-05-16,61.09,0.07,0.00109,0.109,64.26,64.56,"May 16, 19",64.08,64.19,1996200.0,1996200.0,64.3
2019-05-15,60.77,0.81,0.012650000000000002,1.2650000000000001,64.86,64.92,"May 15, 19",63.93,64.05,2753600.0,2753600.0,64.57
2019-05-14,60.07,0.2,0.0031300000000000004,0.313,64.11,64.49,"May 14, 19",63.85,63.91,1929300.0,1929300.0,64.15
2019-05-13,59.38,-0.59,-0.00922,-0.922,63.38,64.19,"May 13, 19",63.17,63.97,2330100.0,2330100.0,63.58
2019-05-10,59.54,0.59,0.009370000000000002,0.937,63.55,63.64,"May 10, 19",62.81,62.96,1966400.0,1966400.0,63.33333
2019-05-09,59.15,0.49,0.00782,0.782,63.13,63.3,"May 09, 19",62.55,62.64,2092200.0,2092200.0,62.99333
2019-05-08,58.76,0.12,0.0019200000000000003,0.192,62.71,63.14,"May 08, 19",62.44,62.59,3587200.0,3587200.0,62.76333
2019-05-07,58.31,-0.35000000000000003,-0.00559,-0.559,62.23,62.65,"May 07, 19",61.81,62.58,5245500.0,5245500.0,62.23
2019-05-06,60.07,0.55,0.008650000000000001,0.865,64.11,64.37,"May 06, 19",63.49,63.56,2673400.0,2673400.0,63.99
2019-05-03,60.24,-0.51,-0.00787,-0.787,64.29,64.86,"May 03, 19",64.24,64.8,2345800.0,2345800.0,64.46333
2019-05-02,59.68,-0.66,-0.01025,-1.025,63.7,64.47,"May 02, 19",63.68,64.36,3241200.0,3241200.0,63.95
2019-05-01,58.76,-0.78,-0.012280000000000001,-1.228,62.72,63.51,"May 01, 19",62.7,63.5,2342400.0,2342400.0,62.97667
2019-04-30,59.52,-0.17,-0.00267,-0.267,63.53,63.82,"April 30, 19",63.37,63.7,2673000.0,2673000.0,63.57333
2019-04-29,59.15,0.4,0.00638,0.638,63.13,63.17,"April 29, 19",62.59,62.73,1532400.0,1532400.0,62.96333
2019-04-26,59.08,-0.27,-0.004260000000000001,-0.426,63.06,63.33,"April 26, 19",62.64,63.33,2914000.0,2914000.0,63.01
2019-04-25,59.61,-0.01,-0.00016,-0.016,63.62,63.94,"April 25, 19",63.49,63.63,2044000.0,2044000.0,63.68333
